StartDate,Mean TemperatureF,MeanDew PointF, Events,Ridership,StartDate
2013/11/11,49,29,,7264,2013/11/11
2013/11/12,44,22,,6162,2013/11/12
2013/11/13,39,17,,6544,2013/11/13
2013/11/14,42,24,,7359,2013/11/14
2013/11/15,48,31,Rain,7754,2013/11/15
2013/11/16,51,47,Rain,6891,2013/11/16
2013/11/17,59,53,Rain,7025,2013/11/17
2013/11/18,62,40,Rain,8350,2013/11/18
2013/11/19,47,25,,7522,2013/11/19
2013/11/20,43,24,,7409,2013/11/20
2013/11/21,44,34,,7588,2013/11/21
2013/11/22,55,45,,8230,2013/11/22
2013/11/23,47,25,Snow,6180,2013/11/23
2013/11/24,30,4,,3227,2013/11/24
2013/11/25,31,8,,5360,2013/11/25
2013/11/26,42,32,Rain,1901,2013/11/26
2013/11/27,37,31,Rain-Snow,2264,2013/11/27
2013/11/28,34,15,,1603,2013/11/28
2013/11/29,37,20,,2956,2013/11/29
2013/11/30,34,20,,3042,2013/11/30
2013/12/1,39,28,,3727,2013/12/1
2013/12/2,46,35,,6385,2013/12/2
2013/12/3,49,36,,7523,2013/12/3
2013/12/4,49,42,,7674,2013/12/4
2013/12/5,59,54,Fog-Rain,8243,2013/12/5
2013/12/6,53,48,Fog-Rain,2976,2013/12/6
2013/12/7,39,31,Rain,4931,2013/12/7
2013/12/8,32,26,Rain-Snow,1376,2013/12/8
2013/12/9,35,32,Rain,3473,2013/12/9
2013/12/10,36,29,Fog-Rain-Snow,2724,2013/12/10
2013/12/11,34,21,,5530,2013/12/11
2013/12/12,31,13,,5133,2013/12/12
2013/12/13,35,17,,5686,2013/12/13
2013/12/14,38,32,Rain,2828,2013/12/14
2013/12/15,42,30,,4354,2013/12/15
2013/12/16,36,23,,5669,2013/12/16
2013/12/17,38,29,Rain-Snow,5407,2013/12/17
2013/12/18,38,24,Snow,5840,2013/12/18
2013/12/19,46,27,,6716,2013/12/19
2013/12/20,52,34,,6575,2013/12/20
2013/12/21,62,49,,6495,2013/12/21
2013/12/22,65,58,Fog-Rain,2849,2013/12/22
2013/12/23,53,53,Fog-Rain,2031,2013/12/23
2013/12/24,35,18,Snow,2369,2013/12/24
2013/12/25,28,11,,1012,2013/12/25
2013/12/26,36,22,,2469,2013/12/26
2013/12/27,40,25,,3619,2013/12/27
2013/12/28,44,28,,4450,2013/12/28
2013/12/29,47,40,Rain,1460,2013/12/29
2013/12/30,42,31,,4400,2013/12/30
2013/12/31,40,19,,4166,2013/12/31
2014/1/1,39,24,,3041,2014/1/1
2014/1/2,36,31,Fog-Rain-Snow,3356,2014/1/2
2014/1/3,26,10,Snow,1634,2014/1/3
2014/1/4,26,11,,2281,2014/1/4
2014/1/5,37,32,Fog-Rain,2080,2014/1/5
2014/1/6,30,30,Fog-Rain,3553,2014/1/6
2014/1/7,14,-11,,2330,2014/1/7
2014/1/8,22,2,,3976,2014/1/8
2014/1/9,35,19,,4992,2014/1/9
2014/1/10,34,32,Fog-Rain,1861,2014/1/10
2014/1/11,48,42,Fog-Rain,1984,2014/1/11
2014/1/12,34,30,,5467,2014/1/12
2014/1/13,47,34,,6919,2014/1/13
2014/1/14,48,42,Fog-Rain,5126,2014/1/14
2014/1/15,45,37,Fog-Rain,6510,2014/1/15
2014/1/16,38,21,Snow,6067,2014/1/16
2014/1/17,40,28,,6185,2014/1/17
2014/1/18,33,16,Rain-Snow,3352,2014/1/18
2014/1/19,38,18,,4145,2014/1/19
2014/1/20,49,25,,5368,2014/1/20
2014/1/21,29,20,Snow,1766,2014/1/21
2014/1/22,14,-4,,1463,2014/1/22
2014/1/23,20,1,Snow,2450,2014/1/23
2014/1/24,18,-3,,2651,2014/1/24
2014/1/25,29,8,Snow,2293,2014/1/25
2014/1/26,27,10,,2588,2014/1/26
2014/1/27,39,17,,4535,2014/1/27
2014/1/28,18,-4,Snow,3160,2014/1/28
2014/1/29,20,0,Snow,3185,2014/1/29
2014/1/30,25,4,,4209,2014/1/30
2014/1/31,38,13,,5479,2014/1/31
2014/2/1,41,22,,5409,2014/2/1
2014/2/2,49,30,,5471,2014/2/2
2014/2/3,42,34,Rain-Snow,2493,2014/2/3
2014/2/4,35,24,Rain,5226,2014/2/4
2014/2/5,39,31,Rain,3800,2014/2/5
2014/2/6,34,15,,5243,2014/2/6
2014/2/7,37,18,,5447,2014/2/7
2014/2/8,33,13,Snow,4079,2014/2/8
2014/2/9,33,23,Rain-Snow,3146,2014/2/9
2014/2/10,30,13,,4482,2014/2/10
2014/2/11,29,7,,4783,2014/2/11
2014/2/12,25,13,Snow,3987,2014/2/12
2014/2/13,33,29,Rain-Snow,56,2014/2/13
2014/2/14,43,25,,1949,2014/2/14
2014/2/15,36,26,Rain-Snow,1781,2014/2/15
2014/2/16,33,14,,2876,2014/2/16
2014/2/17,32,11,,3349,2014/2/17
2014/2/18,44,26,Snow,5154,2014/2/18
2014/2/19,49,36,Rain,5682,2014/2/19
2014/2/20,47,31,,6631,2014/2/20
2014/2/21,55,43,Rain,5844,2014/2/21
2014/2/22,49,30,Fog,7896,2014/2/22
2014/2/23,55,30,,6152,2014/2/23
2014/2/24,41,16,,5459,2014/2/24
2014/2/25,35,20,Snow,4595,2014/2/25
2014/2/26,33,19,Snow,3958,2014/2/26
2014/2/27,32,8,,4940,2014/2/27
2014/2/28,22,-5,,4143,2014/2/28
2014/3/1,35,15,,4604,2014/3/1
2014/3/2,45,33,Rain,3531,2014/3/2
2014/3/3,28,18,Rain-Snow,429,2014/3/3
2014/3/4,24,4,,2279,2014/3/4
2014/3/5,35,15,,4554,2014/3/5
2014/3/6,31,16,,4875,2014/3/6
2014/3/7,39,25,,5114,2014/3/7
2014/3/8,50,31,,8494,2014/3/8
2014/3/9,47,25,,5979,2014/3/9
2014/3/10,50,28,,6831,2014/3/10
2014/3/11,58,36,,8446,2014/3/11
2014/3/12,51,41,Rain,6288,2014/3/12
2014/3/13,30,3,,4022,2014/3/13
2014/3/14,44,16,,7035,2014/3/14
2014/3/15,59,24,,10471,2014/3/15
2014/3/16,40,26,Fog-Rain-Snow,4871,2014/3/16
2014/3/17,30,22,Fog-Snow,1296,2014/3/17
2014/3/18,37,22,,4707,2014/3/18
2014/3/19,40,36,Rain,3791,2014/3/19
2014/3/20,52,34,Fog,7602,2014/3/20
2014/3/21,51,32,,7757,2014/3/21
2014/3/22,59,34,,10969,2014/3/22
2014/3/23,43,23,,5364,2014/3/23
2014/3/24,35,8,,5435,2014/3/24
2014/3/25,34,28,Snow,3119,2014/3/25
2014/3/26,35,14,Snow,4980,2014/3/26
2014/3/27,40,17,,6512,2014/3/27
2014/3/28,57,44,Rain,6741,2014/3/28
2014/3/29,58,55,Fog-Rain,2298,2014/3/29
2014/3/30,45,39,Rain-Snow,906,2014/3/30
2014/3/31,55,30,Rain,8268,2014/3/31
2014/4/1,56,34,,9476,2014/4/1
2014/4/2,57,42,,8987,2014/4/2
2014/4/3,61,45,Rain,9188,2014/4/3
2014/4/4,57,45,Rain,8972,2014/4/4
2014/4/5,53,35,,10841,2014/4/5
2014/4/6,51,22,,9932,2014/4/6
2014/4/7,48,45,Rain,2842,2014/4/7
2014/4/8,60,47,Rain,8957,2014/4/8
2014/4/9,57,33,,9993,2014/4/9
2014/4/10,59,35,,11355,2014/4/10
2014/4/11,71,44,Rain,11539,2014/4/11
2014/4/12,67,44,,15755,2014/4/12
2014/4/13,70,53,,14578,2014/4/13
2014/4/14,73,55,Rain,10724,2014/4/14
2014/4/15,55,52,Rain-Snow,1842,2014/4/15
2014/4/16,43,18,,7851,2014/4/16
2014/4/17,48,30,,8713,2014/4/17
2014/4/18,48,32,,9428,2014/4/18
2014/4/19,59,36,,12024,2014/4/19
2014/4/20,56,36,,9627,2014/4/20
2014/4/21,57,35,,9750,2014/4/21
2014/4/22,62,51,Rain,9205,2014/4/22
2014/4/23,55,34,,9029,2014/4/23
2014/4/24,56,26,,9985,2014/4/24
2014/4/25,59,43,Rain-Thunderstorm,7658,2014/4/25
2014/4/26,64,44,Rain,11627,2014/4/26
2014/4/27,60,35,,11161,2014/4/27
2014/4/28,56,43,Rain,6487,2014/4/28
2014/4/29,48,47,Rain,3148,2014/4/29
2014/4/30,60,56,Fog-Rain-Thunderstorm,1816,2014/4/30
2014/5/1,67,55,Fog-Rain,9690,2014/5/1
2014/5/2,64,38,,10449,2014/5/2
2014/5/3,66,43,Rain,11302,2014/5/3
2014/5/4,68,41,,10642,2014/5/4
2014/5/5,58,37,Rain-Thunderstorm,8169,2014/5/5
2014/5/6,64,47,Rain,10530,2014/5/6
2014/5/7,60,47,Rain-Thunderstorm,8649,2014/5/7
2014/5/8,73,58,Rain,10523,2014/5/8
2014/5/9,69,60,Rain,10539,2014/5/9
2014/5/10,73,62,Rain,8329,2014/5/10
2014/5/11,72,54,,11092,2014/5/11
2014/5/12,75,63,Rain,9516,2014/5/12
2014/5/13,78,65,Thunderstorm,10046,2014/5/13
2014/5/14,64,60,Rain,9815,2014/5/14
2014/5/15,74,66,Rain,9487,2014/5/15
2014/5/16,64,55,Rain,8117,2014/5/16
2014/5/17,61,41,,11334,2014/5/17
2014/5/18,61,38,,10328,2014/5/18
2014/5/19,62,38,,10534,2014/5/19
2014/5/20,67,47,,10956,2014/5/20
2014/5/21,72,59,Rain-Thunderstorm,8601,2014/5/21
2014/5/22,77,61,Rain,10450,2014/5/22
2014/5/23,71,47,,10532,2014/5/23
2014/5/24,68,48,,10644,2014/5/24
2014/5/25,72,50,,12206,2014/5/25
2014/5/26,76,58,,10809,2014/5/26
2014/5/27,81,65,Rain-Thunderstorm,8327,2014/5/27
2014/5/28,75,64,Rain,10030,2014/5/28
2014/5/29,60,55,Rain,5366,2014/5/29
2014/5/30,68,55,,10930,2014/5/30
2014/5/31,71,49,,12209,2014/5/31
2014/6/1,68,52,,11075,2014/6/1
2014/6/2,70,54,,10466,2014/6/2
2014/6/3,77,64,Rain,10519,2014/6/3
2014/6/4,80,63,Rain,10275,2014/6/4
2014/6/5,74,60,Rain,10854,2014/6/5
2014/6/6,72,50,,11956,2014/6/6
2014/6/7,75,55,,12002,2014/6/7
2014/6/8,76,61,Rain,10740,2014/6/8
2014/6/9,78,68,Rain,10623,2014/6/9
2014/6/10,81,70,Rain,9619,2014/6/10
2014/6/11,80,69,Rain-Thunderstorm,8734,2014/6/11
2014/6/12,76,69,Rain,9314,2014/6/12
2014/6/13,78,68,Rain-Thunderstorm,9590,2014/6/13
2014/6/14,72,54,,12046,2014/6/14
2014/6/15,72,55,,11187,2014/6/15
2014/6/16,79,64,,10624,2014/6/16
2014/6/17,85,69,,10623,2014/6/17
2014/6/18,86,69,,10106,2014/6/18
2014/6/19,81,67,Rain-Thunderstorm,10570,2014/6/19
2014/6/20,79,57,,11780,2014/6/20
2014/6/21,72,59,Rain,9939,2014/6/21
2014/6/22,75,62,Rain,10948,2014/6/22
2014/6/23,77,60,,10984,2014/6/23
2014/6/24,78,64,,11301,2014/6/24
2014/6/25,82,71,Rain-Thunderstorm,10311,2014/6/25
2014/6/26,82,64,,11087,2014/6/26
2014/6/27,80,65,,10749,2014/6/27
2014/6/28,78,59,,10974,2014/6/28
2014/6/29,78,56,,10934,2014/6/29
2014/6/30,81,65,,10593,2014/6/30
2014/7/1,85,70,,10600,2014/7/1
2014/7/2,88,71,Rain-Thunderstorm,9699,2014/7/2
2014/7/3,84,71,Rain-Thunderstorm,8696,2014/7/3
2014/7/4,76,59,Rain,12024,2014/7/4
2014/7/5,75,48,,12927,2014/7/5
2014/7/6,77,57,,11033,2014/7/6
2014/7/7,84,62,,10165,2014/7/7
2014/7/8,84,65,Rain-Thunderstorm,8629,2014/7/8
2014/7/9,81,68,Rain-Thunderstorm,8900,2014/7/9
2014/7/10,78,66,Rain-Thunderstorm,8800,2014/7/10
2014/7/11,79,65,,11346,2014/7/11
2014/7/12,82,68,,11611,2014/7/12
2014/7/13,85,69,Rain-Thunderstorm,9434,2014/7/13
2014/7/14,85,71,Rain-Thunderstorm,8610,2014/7/14
2014/7/15,81,70,Rain-Thunderstorm,7929,2014/7/15
2014/7/16,77,58,,11425,2014/7/16
2014/7/17,75,53,,11709,2014/7/17
2014/7/18,77,54,,11784,2014/7/18
2014/7/19,79,58,Rain,11898,2014/7/19
2014/7/20,79,65,,10933,2014/7/20
2014/7/21,80,65,,11127,2014/7/21
2014/7/22,81,68,,11307,2014/7/22
2014/7/23,85,69,Rain-Thunderstorm,10315,2014/7/23
2014/7/24,77,63,Rain,10803,2014/7/24
2014/7/25,75,55,,12421,2014/7/25
2014/7/26,80,65,Rain,12118,2014/7/26
2014/7/27,80,69,Rain,10089,2014/7/27
2014/7/28,79,62,Rain-Thunderstorm,10774,2014/7/28
2014/7/29,72,50,,11444,2014/7/29
2014/7/30,70,52,,11501,2014/7/30
2014/7/31,78,61,,11106,2014/7/31
2014/8/1,74,65,Rain,9974,2014/8/1
2014/8/2,76,63,Rain,10919,2014/8/2
2014/8/3,78,67,Rain-Thunderstorm,9919,2014/8/3
2014/8/4,79,64,,10999,2014/8/4
2014/8/5,81,64,Rain,10828,2014/8/5
2014/8/6,78,64,Rain-Thunderstorm,11109,2014/8/6
2014/8/7,79,59,,11175,2014/8/7
2014/8/8,77,57,,11371,2014/8/8
2014/8/9,79,64,,10457,2014/8/9
2014/8/10,80,63,,10782,2014/8/10
2014/8/11,78,62,Rain,9687,2014/8/11
2014/8/12,76,69,Rain-Thunderstorm,6030,2014/8/12
2014/8/13,78,62,,11019,2014/8/13
2014/8/14,75,53,,11131,2014/8/14
2014/8/15,72,49,,12048,2014/8/15
2014/8/16,75,52,,12360,2014/8/16
2014/8/17,80,64,Rain,10681,2014/8/17
2014/8/18,78,63,,10842,2014/8/18
2014/8/19,80,67,Rain,10646,2014/8/19
2014/8/20,81,64,Rain-Thunderstorm,9256,2014/8/20
2014/8/21,81,68,Rain,9850,2014/8/21
2014/8/22,79,68,Rain,10354,2014/8/22
2014/8/23,74,66,Rain,6513,2014/8/23
2014/8/24,75,60,,10933,2014/8/24
2014/8/25,75,59,,10860,2014/8/25
2014/8/26,78,61,,10988,2014/8/26
2014/8/27,79,65,Fog,11248,2014/8/27
2014/8/28,79,60,,11171,2014/8/28
2014/8/29,75,52,,11733,2014/8/29
2014/8/30,78,65,,10309,2014/8/30
2014/8/31,87,71,Rain-Thunderstorm,9026,2014/8/31
2014/9/1,86,72,Rain-Thunderstorm,8405,2014/9/1
2014/9/2,86,71,Rain-Thunderstorm,8717,2014/9/2
2014/9/3,83,66,,10544,2014/9/3
2014/9/4,83,68,,10929,2014/9/4
2014/9/5,85,72,,11109,2014/9/5
2014/9/6,85,70,Rain-Thunderstorm,9436,2014/9/6
2014/9/7,77,58,,11365,2014/9/7
2014/9/8,74,59,Rain,10493,2014/9/8
2014/9/9,75,63,,11090,2014/9/9
2014/9/10,77,63,,11371,2014/9/10
2014/9/11,82,67,,11108,2014/9/11
2014/9/12,74,55,,12283,2014/9/12
2014/9/13,68,59,Rain,8302,2014/9/13
2014/9/14,65,48,,12051,2014/9/14
2014/9/15,68,53,,11477,2014/9/15
2014/9/16,72,55,,12262,2014/9/16
2014/9/17,69,50,,11764,2014/9/17
2014/9/18,73,56,,11627,2014/9/18
2014/9/19,70,56,,11972,2014/9/19
2014/9/20,74,59,,12835,2014/9/20
2014/9/21,75,60,,10868,2014/9/21
2014/9/22,68,45,,11140,2014/9/22
2014/9/23,65,43,,11730,2014/9/23
2014/9/24,66,54,Rain,9397,2014/9/24
2014/9/25,66,60,Rain,6717,2014/9/25
2014/9/26,70,55,Rain,12287,2014/9/26
2014/9/27,73,54,,12781,2014/9/27
2014/9/28,72,58,,11034,2014/9/28
2014/9/29,70,62,,10739,2014/9/29
2014/9/30,73,62,Rain,11764,2014/9/30
2014/10/1,72,61,Rain,10657,2014/10/1
2014/10/2,71,58,Rain,11834,2014/10/2
2014/10/3,69,60,Rain,11047,2014/10/3
2014/10/4,61,53,Rain,10754,2014/10/4
2014/10/5,55,36,,9763,2014/10/5
2014/10/6,63,45,,10761,2014/10/6
2014/10/7,69,54,Rain-Thunderstorm,9581,2014/10/7
2014/10/8,70,50,Rain,11365,2014/10/8
2014/10/9,66,45,,11356,2014/10/9
2014/10/10,61,49,Rain,8243,2014/10/10
2014/10/11,58,51,Rain,5774,2014/10/11
2014/10/12,59,47,,9527,2014/10/12
2014/10/13,65,59,Fog-Rain,6695,2014/10/13
2014/10/14,73,64,,11020,2014/10/14
2014/10/15,71,65,Fog-Rain-Thunderstorm,6157,2014/10/15
2014/10/16,64,56,Rain,10182,2014/10/16
2014/10/17,66,53,,12074,2014/10/17
2014/10/18,65,46,,10940,2014/10/18
2014/10/19,56,34,,8221,2014/10/19
2014/10/20,58,43,Rain,9532,2014/10/20
2014/10/21,64,49,Rain,7565,2014/10/21
2014/10/22,57,49,Rain,4444,2014/10/22
2014/10/23,61,42,,9848,2014/10/23
2014/10/24,63,39,,10563,2014/10/24
2014/10/25,62,42,,11335,2014/10/25
2014/10/26,62,33,,10358,2014/10/26
2014/10/27,59,39,,10622,2014/10/27
2014/10/28,69,50,,11707,2014/10/28
2014/10/29,61,52,Rain,9506,2014/10/29
2014/10/30,56,39,,10147,2014/10/30
2014/10/31,53,36,,9666,2014/10/31
2014/11/1,51,37,Rain,6130,2014/11/1
2014/11/2,49,24,Rain,5698,2014/11/2
2014/11/3,55,22,,8661,2014/11/3
2014/11/4,58,37,,9921,2014/11/4
2014/11/5,61,44,Rain,9241,2014/11/5
2014/11/6,60,50,Rain,7390,2014/11/6
2014/11/7,51,32,,8782,2014/11/7
2014/11/8,45,27,,7652,2014/11/8
2014/11/9,53,36,,7942,2014/11/9
2014/11/10,54,40,,9408,2014/11/10
2014/11/11,58,51,Rain,10891,2014/11/11
2014/11/12,57,49,Fog,9629,2014/11/12
2014/11/13,44,29,Rain,7193,2014/11/13
2014/11/14,40,19,,7077,2014/11/14
2014/11/15,40,18,,6016,2014/11/15
2014/11/16,43,26,Rain,4783,2014/11/16
2014/11/17,47,40,Rain,4133,2014/11/17
2014/11/18,34,5,,5571,2014/11/18
2014/11/19,31,8,,6037,2014/11/19
2014/11/20,46,18,,7297,2014/11/20
2014/11/21,35,8,,6413,2014/11/21
2014/11/22,39,18,,5627,2014/11/22
2014/11/23,48,34,Rain,5647,2014/11/23
2014/11/24,65,55,Rain,9270,2014/11/24
2014/11/25,59,38,,8204,2014/11/25
2014/11/26,44,35,Rain-Snow,1447,2014/11/26
2014/11/27,44,30,,1871,2014/11/27
2014/11/28,38,19,,2647,2014/11/28
2014/11/29,42,24,,3696,2014/11/29
2014/11/30,54,37,,5024,2014/11/30
2014/12/1,58,44,Rain,6382,2014/12/1
2014/12/2,42,33,Rain,2682,2014/12/2
2014/12/3,48,39,Rain,6947,2014/12/3
2014/12/4,42,27,Rain,7391,2014/12/4
2014/12/5,42,33,Rain,6033,2014/12/5
2014/12/6,49,43,Rain,2704,2014/12/6
2014/12/7,44,24,,5314,2014/12/7
2014/12/8,37,22,,6072,2014/12/8
2014/12/9,41,33,Rain,3320,2014/12/9
2014/12/10,46,29,,6749,2014/12/10
2014/12/11,41,16,,6377,2014/12/11
2014/12/12,42,20,,6833,2014/12/12
2014/12/13,40,26,,5679,2014/12/13
2014/12/14,46,33,,5311,2014/12/14
2014/12/15,49,38,,7707,2014/12/15
2014/12/16,45,41,Rain,6008,2014/12/16
2014/12/17,49,33,,7434,2014/12/17
2014/12/18,40,21,,6370,2014/12/18
2014/12/19,39,22,,5918,2014/12/19
2014/12/20,35,20,,3889,2014/12/20
2014/12/21,40,24,,3619,2014/12/21
2014/12/22,37,31,Rain-Snow,3001,2014/12/22
2014/12/23,44,41,Fog-Rain,3755,2014/12/23
2014/12/24,53,47,Fog-Rain,1224,2014/12/24
2014/12/25,54,38,Rain,1662,2014/12/25
2014/12/26,44,32,,2948,2014/12/26
2014/12/27,48,33,,4219,2014/12/27
2014/12/28,52,41,Rain,2888,2014/12/28
2014/12/29,46,29,Rain,5188,2014/12/29
2014/12/30,38,19,,5343,2014/12/30
2014/12/31,34,13,,4254,2014/12/31
2015/1/1,37,16,,2611,2015/1/1
2015/1/2,42,24,,5155,2015/1/2
2015/1/3,38,35,Fog-Rain,1718,2015/1/3
2015/1/4,55,45,Rain,3711,2015/1/4
2015/1/5,41,12,,5262,2015/1/5
2015/1/6,28,16,Snow,2086,2015/1/6
2015/1/7,23,5,Snow,3063,2015/1/7
2015/1/8,19,-4,,2976,2015/1/8
2015/1/9,34,7,,4237,2015/1/9
2015/1/10,25,-1,,2694,2015/1/10
2015/1/11,32,14,Rain,3486,2015/1/11
2015/1/12,39,33,Rain,2168,2015/1/12
2015/1/13,36,19,,5520,2015/1/13
2015/1/14,30,19,Snow,4598,2015/1/14
2015/1/15,37,23,,5812,2015/1/15
2015/1/16,38,23,,5729,2015/1/16
2015/1/17,34,16,,4265,2015/1/17
2015/1/18,40,34,Rain,2548,2015/1/18
2015/1/19,42,26,,4687,2015/1/19
2015/1/20,41,28,,6316,2015/1/20
2015/1/21,37,29,Fog-Rain-Snow,5402,2015/1/21
2015/1/22,43,29,Rain,6424,2015/1/22
2015/1/23,37,29,Rain-Snow,4774,2015/1/23
2015/1/24,41,32,Rain,3504,2015/1/24
2015/1/25,44,29,,5210,2015/1/25
2015/1/26,38,29,Rain-Snow,2448,2015/1/26
2015/1/27,34,21,Snow,4102,2015/1/27
2015/1/28,32,8,,5131,2015/1/28
2015/1/29,33,16,Rain-Snow,4679,2015/1/29
2015/1/30,33,18,Snow,4905,2015/1/30
2015/1/31,28,6,,3371,2015/1/31
2015/2/1,36,20,Rain-Snow,3621,2015/2/1
2015/2/2,39,27,Rain,3911,2015/2/2
2015/2/3,32,8,,5162,2015/2/3
2015/2/4,42,23,,6138,2015/2/4
2015/2/5,33,11,,5076,2015/2/5
2015/2/6,28,4,,5006,2015/2/6
2015/2/7,38,17,,5036,2015/2/7
2015/2/8,52,27,,6829,2015/2/8
2015/2/9,40,32,Rain,5017,2015/2/9
2015/2/10,37,26,Rain-Snow,5768,2015/2/10
2015/2/11,38,20,,6708,2015/2/11
2015/2/12,32,19,Snow,5509,2015/2/12
2015/2/13,23,-1,,4078,2015/2/13
2015/2/14,32,13,Snow,3004,2015/2/14
2015/2/15,17,-9,,1055,2015/2/15
2015/2/16,15,2,Snow,1335,2015/2/16
2015/2/17,24,11,Snow,1198,2015/2/17
2015/2/18,24,12,Fog-Snow,3183,2015/2/18
2015/2/19,16,-5,Snow,2720,2015/2/19
2015/2/20,14,-9,,2517,2015/2/20
2015/2/21,25,17,Rain-Snow,758,2015/2/21
2015/2/22,14,31,Rain,2021,2015/2/22
2015/2/23,30,10,,3655,2015/2/23
2015/2/24,22,2,,3921,2015/2/24
2015/2/25,32,15,,5016,2015/2/25
2015/2/26,35,24,Snow,3531,2015/2/26
2015/2/27,32,15,Snow,4699,2015/2/27
2015/2/28,27,4,,3294,2015/2/28
2015/3/1,29,23,Rain-Snow,802,2015/3/1
2015/3/2,40,26,Fog,4118,2015/3/2
2015/3/3,36,21,Rain,3884,2015/3/3
2015/3/4,45,41,Fog-Rain,4187,2015/3/4
2015/3/5,34,27,Fog-Rain-Snow,560,2015/3/5
2015/3/6,23,6,,1987,2015/3/6
2015/3/7,34,18,,3271,2015/3/7
2015/3/8,46,27,,5529,2015/3/8
2015/3/9,50,30,,8175,2015/3/9
2015/3/10,45,41,Fog-Rain,4015,2015/3/10
2015/3/11,57,44,Fog-Rain,7909,2015/3/11
2015/3/12,52,24,,9215,2015/3/12
2015/3/13,46,23,Rain,8084,2015/3/13
2015/3/14,53,47,Rain,3669,2015/3/14
2015/3/15,51,34,,6668,2015/3/15
2015/3/16,54,35,,9022,2015/3/16
2015/3/17,57,35,,9246,2015/3/17
2015/3/18,45,11,,7527,2015/3/18
2015/3/19,46,21,,8202,2015/3/19
2015/3/20,41,32,Rain-Snow,2956,2015/3/20
2015/3/21,48,36,,9436,2015/3/21
2015/3/22,51,25,,8233,2015/3/22
2015/3/23,44,15,,8134,2015/3/23
2015/3/24,42,19,,7875,2015/3/24
2015/3/25,45,30,Rain,7553,2015/3/25
2015/3/26,63,50,Rain-Thunderstorm,8778,2015/3/26
2015/3/27,47,34,Rain,6141,2015/3/27
2015/3/28,37,13,,4676,2015/3/28
2015/3/29,39,9,,5861,2015/3/29
2015/3/30,54,25,Rain-Snow,9196,2015/3/30
2015/3/31,58,33,Rain-Thunderstorm,8198,2015/3/31
2015/4/1,58,28,,9874,2015/4/1
2015/4/2,58,35,,11273,2015/4/2
2015/4/3,67,54,Rain,6425,2015/4/3
2015/4/4,57,33,Rain,10433,2015/4/4
2015/4/5,55,23,,10181,2015/4/5
2015/4/6,63,39,,12638,2015/4/6
2015/4/7,63,56,Rain,11109,2015/4/7
2015/4/8,49,44,Rain,7437,2015/4/8
2015/4/9,48,42,Rain,7826,2015/4/9
2015/4/10,57,48,Rain,9393,2015/4/10
2015/4/11,60,33,,16726,2015/4/11
2015/4/12,57,33,,15724,2015/4/12
2015/4/13,66,46,,12676,2015/4/13
2015/4/14,61,55,Rain,3824,2015/4/14
2015/4/15,60,38,,11119,2015/4/15
2015/4/16,63,42,Rain,11687,2015/4/16
2015/4/17,69,58,Rain,12546,2015/4/17
2015/4/18,73,52,,16004,2015/4/18
2015/4/19,62,46,Rain,10250,2015/4/19
2015/4/20,70,60,Rain-Thunderstorm,9066,2015/4/20
2015/4/21,63,39,Rain-Thunderstorm,11630,2015/4/21
2015/4/22,63,40,Rain,10540,2015/4/22
2015/4/23,53,26,,10106,2015/4/23
2015/4/24,52,21,,10370,2015/4/24
2015/4/25,49,33,Rain,7177,2015/4/25
2015/4/26,56,37,,10327,2015/4/26
2015/4/27,55,35,Rain,8864,2015/4/27
2015/4/28,60,39,,10995,2015/4/28
2015/4/29,65,43,,11652,2015/4/29
2015/4/30,65,49,Rain-Hail-Thunderstorm,10255,2015/4/30
2015/5/1,59,47,Rain-Thunderstorm,10351,2015/5/1
2015/5/2,65,45,,12570,2015/5/2
2015/5/3,70,47,,12098,2015/5/3
2015/5/4,70,53,,11987,2015/5/4
2015/5/5,75,60,Rain-Thunderstorm,11093,2015/5/5
2015/5/6,74,62,Rain,11483,2015/5/6
2015/5/7,72,58,,12316,2015/5/7
2015/5/8,74,60,,13427,2015/5/8
2015/5/9,74,63,Rain,12841,2015/5/9
2015/5/10,77,67,,11089,2015/5/10
2015/5/11,77,68,,12133,2015/5/11
2015/5/12,81,60,,12056,2015/5/12
2015/5/13,64,42,,11774,2015/5/13
2015/5/14,63,40,,12615,2015/5/14
2015/5/15,68,51,,13641,2015/5/15
2015/5/16,78,64,Rain-Thunderstorm,11196,2015/5/16
2015/5/17,79,68,Rain,10933,2015/5/17
2015/5/18,82,69,Rain-Thunderstorm,10442,2015/5/18
2015/5/19,81,65,,12063,2015/5/19
2015/5/20,69,46,,12981,2015/5/20
2015/5/21,58,47,Rain,6981,2015/5/21
2015/5/22,66,44,,12522,2015/5/22
2015/5/23,65,36,,12706,2015/5/23
2015/5/24,70,55,,13564,2015/5/24
2015/5/25,76,60,,11990,2015/5/25
2015/5/26,79,65,,11351,2015/5/26
2015/5/27,83,68,,11470,2015/5/27
2015/5/28,83,67,Rain-Thunderstorm,11625,2015/5/28
2015/5/29,81,68,Thunderstorm,12058,2015/5/29
2015/5/30,81,67,,12657,2015/5/30
2015/5/31,83,68,,10917,2015/5/31
2015/6/1,82,68,Rain-Hail-Thunderstorm,8101,2015/6/1
2015/6/2,66,62,Rain-Thunderstorm,8054,2015/6/2
2015/6/3,62,55,Rain,9879,2015/6/3
2015/6/4,62,57,Rain,6356,2015/6/4
2015/6/5,68,59,Rain,11075,2015/6/5
